,userId,movieId,rating,timestamp
197,4,1097,5.0,949778771
200,4,1136,5.0,949919372
205,4,1200,5.0,949896244
207,4,1208,5.0,949779173
209,4,1213,5.0,949895708
210,4,1214,5.0,949810261
214,4,1225,5.0,949779173
215,4,1230,5.0,949919372
220,4,1259,4.0,949811559
221,4,1265,5.0,949919591
222,4,1270,5.0,949811523
223,4,1278,5.0,949919372
224,4,1282,5.0,949949396
227,4,1291,5.0,949918743
229,4,1307,4.0,949811602
233,4,1356,4.0,949810582
234,4,1371,4.0,949810302
235,4,1372,3.0,949920004
236,4,1374,4.0,949918787
237,4,1376,3.0,949918904
238,4,1377,3.0,949810688
239,4,1380,5.0,949896377
240,4,1387,5.0,949810261
241,4,1388,4.0,949810302
245,4,1663,4.0,949811559
246,4,1674,5.0,949896244
247,4,1805,1.0,949895864
249,4,1917,4.0,949810688
250,4,1918,2.0,949895956
252,4,1954,5.0,949810261
253,4,1961,5.0,949918743
258,4,2002,3.0,949895907
259,4,2003,2.0,949918970
262,4,2018,5.0,949778771
263,4,2020,4.0,949811738
269,4,2064,5.0,949918648
279,4,2100,5.0,949896114
285,4,2115,5.0,949918994
292,4,2174,5.0,949896070
307,4,2616,1.0,949895993
308,4,2628,5.0,949810582
309,4,2640,5.0,949810261
311,4,2683,4.0,949896497
312,4,2699,4.0,949896497
314,4,2723,5.0,949810582
316,4,2770,1.0,949896521
318,4,2791,5.0,949811490
319,4,2795,4.0,949811603
320,4,2797,5.0,949896070
322,4,2822,3.0,949811230
330,4,2968,5.0,949896070
333,4,2991,5.0,949810261
334,4,3016,3.0,949896543
336,4,3039,4.0,949811559
340,4,3101,4.0,949896275
341,4,3104,4.0,949811603
345,4,3210,4.0,949811523
352,5,39,4.0,1163374952
353,5,104,4.0,1163374639
355,5,150,4.0,1163374404
358,5,344,3.5,1163373636
359,5,356,4.0,1163374152
362,5,377,4.0,1163373610
364,5,500,4.5,1163373718
365,5,586,4.0,1163374392
366,5,588,3.5,1163373551
368,5,597,5.0,1163373711
375,5,1193,3.0,1163374173
378,5,1307,4.0,1163374495
379,5,1380,5.0,1163373044
380,5,1393,3.5,1163374165
381,5,1485,4.5,1163374608
386,5,1784,4.5,1163374251
387,5,1923,4.5,1163373726
388,5,1961,4.0,1163373675
394,5,2294,4.0,1163373251
396,5,2424,4.0,1163373193
397,5,2502,3.5,1163374290
398,5,2683,4.0,1163373679
399,5,2694,4.5,1163373293
400,5,2706,4.0,1163374246
402,5,2770,3.5,1163374947
404,5,2997,3.5,1163374127
405,5,3114,3.5,1163374263
407,5,3408,4.0,1163374137
409,5,3897,4.5,1163374235
410,5,3948,3.5,1163374198
412,5,4018,4.0,1163375025
413,5,4022,3.5,1163373696
414,5,4025,4.5,1163375145
415,5,4306,3.5,1163374103
417,5,4447,4.5,1163375033
418,5,4718,3.5,1163375131
419,5,4963,3.0,1163373548
421,5,5266,3.5,1163374995
422,5,5299,4.5,1163373299
423,5,5349,4.5,1163373606
424,5,5464,4.0,1163374443
425,5,5669,3.5,1163374206
427,5,5816,3.0,1163373688
429,5,6218,3.5,1163374491
430,5,6373,4.0,1163374572
431,5,6377,4.0,1163373626
432,5,6502,4.0,1163374455
433,5,6711,2.5,1163373238
434,5,6942,4.0,1163374511
435,5,8376,4.0,1163374742
436,5,8464,4.0,1163374381
437,5,8622,3.5,1163374118
438,5,8636,4.5,1163373593
439,5,8644,4.0,1163374426
440,5,30707,4.5,1163374340
441,5,30749,4.5,1163374702
442,5,30793,3.5,1163374177
447,5,40819,4.5,1163374283
450,5,48385,4.5,1163374357
451,6,111,4.0,1109258212
452,6,158,2.0,1108134263
455,6,596,4.0,1108134269
457,6,1204,5.0,1108134266
459,6,1259,4.5,1109258196
462,6,1358,2.0,1109258181
463,6,1639,2.0,1109258179
465,6,1747,2.0,1109258194
466,6,1876,0.5,1108134334
471,6,2174,4.0,1109258175
472,6,2502,3.5,1108134291
473,6,2528,3.0,1109258245
478,6,2723,3.0,1109258257
480,6,2890,3.0,1109258199
481,6,3052,1.0,1108134337
482,6,3114,4.0,1109258183
483,6,3300,3.5,1109258250
484,6,3751,1.5,1109258190
485,6,4641,1.5,1109258217
486,6,4975,1.5,1109258226
490,6,7361,4.0,1108134524
491,6,8368,3.5,1108134526
492,6,8636,4.0,1108134537
493,6,8784,3.0,1108134531
494,6,8874,4.5,1108134521
495,7,1,3.0,851866703
496,7,10,3.0,851869035
497,7,21,3.0,851867289
499,7,34,4.0,851867861
501,7,104,3.0,851866744
502,7,110,5.0,851868188
505,7,151,4.0,851868206
512,7,329,3.0,851868524
516,7,356,3.0,851868188
517,7,357,3.0,851867436
520,7,377,3.0,851869291
521,7,380,4.0,851869291
522,7,480,4.0,851869161
523,7,500,3.0,851867669
524,7,534,4.0,851868246
526,7,541,4.0,851869035
528,7,588,4.0,851868044
529,7,589,3.0,851869140
530,7,590,4.0,851868186
532,7,594,4.0,851868020
534,7,610,3.0,851868074
539,7,736,1.0,851866704
543,7,786,2.0,851866744
544,7,924,4.0,851868289
545,7,1036,3.0,851869102
546,7,1073,3.0,851866744
549,7,1097,3.0,851868308
551,7,1129,3.0,851869103
552,7,1136,4.0,851867289
560,7,1225,5.0,851868246
563,7,1242,5.0,851868289
564,7,1270,3.0,851867436
565,7,1275,4.0,851869080
566,7,1278,3.0,851867436
569,7,1291,3.0,851867320
572,7,1307,3.0,851867401
574,7,1371,3.0,851869160
575,7,1372,3.0,851869102
576,7,1373,2.0,851869230
577,7,1374,4.0,851869035
578,7,1375,3.0,851869140
579,7,1376,3.0,851869062
581,7,1405,5.0,851866978
584,8,45,2.5,1154389572
587,8,110,4.0,1154473268
590,8,296,4.0,1154465380
592,8,356,4.0,1154400390
596,8,527,5.0,1154400170
598,8,589,4.0,1154464853
608,8,1225,4.0,1154465394
610,8,1259,4.0,1154464811
611,8,1265,3.0,1154465230
612,8,1270,4.0,1154464747
613,8,1291,4.0,1154464720
615,8,1358,0.5,1154474527
616,8,1387,4.0,1154465285
617,8,1393,3.0,1154400324
618,8,1500,4.0,1154465235
619,8,1552,3.0,1154389408
620,8,1617,3.5,1154464990
622,8,1674,4.0,1154389491
623,8,1704,4.0,1154473252
626,8,1876,3.5,1154389528
627,8,1961,5.0,1154473322
628,8,2028,4.0,1154473259
629,8,2100,3.0,1154389460
632,8,2302,4.5,1154400414
634,8,2329,5.0,1154473217
635,8,2353,3.5,1154389340
637,8,2502,5.0,1154464889
641,8,2770,2.5,1154389541
642,8,2791,4.5,1154465558
643,8,2797,3.5,1154400340
645,8,2841,3.0,1154400360
646,8,2858,4.5,1154464950
648,8,2959,4.0,1154464901
651,8,3916,3.5,1154400198
652,8,3948,4.0,1154389482
654,8,4011,4.5,1154464873
655,8,4019,3.5,1154400245
656,8,4034,4.5,1154465279
657,8,4226,5.0,1154464905
660,8,4886,3.5,1154464808
662,8,4963,4.5,1154400383
666,8,5064,5.0,1154400236
667,8,5378,3.5,1154389552
668,8,5445,4.5,1154400449
669,8,5464,4.0,1154464756
670,8,5630,4.0,1154400407
672,8,5669,3.0,1154465385
674,8,5989,3.5,1154400444
675,8,6377,4.0,1154389474
677,8,6870,4.0,1154464895
678,8,6874,5.0,1154465296
682,8,7361,4.0,1154465367
683,8,7438,4.0,1154464994
685,8,8784,4.5,1154464868
687,8,8874,3.0,1154465548
688,8,32587,3.5,1154465243
690,8,33493,4.5,1154400263
691,8,33794,4.5,1154464726
693,8,40583,3.5,1154473088
694,8,40819,3.5,1154473264
697,8,43871,3.0,1154473014
698,8,44004,3.0,1154473017
699,9,1,4.0,938629179
700,9,17,4.0,938628337
702,9,36,5.0,938629110
705,9,497,4.0,938628777
707,9,527,5.0,938628843
708,9,534,5.0,938628337
714,9,1357,4.0,938628655
715,9,1358,4.0,938628450
718,9,1584,4.0,938629341
719,9,1680,4.0,938629054
721,9,1704,4.0,938628966
723,9,1784,5.0,938628966
724,9,2028,4.0,938629341
730,9,2278,4.0,938628897
731,9,2291,4.0,938629341
732,9,2294,2.0,938629250
733,9,2302,4.0,938628843
735,9,2396,4.0,938628577
737,9,2490,3.0,938629681
739,9,2539,2.0,938629341
741,9,2628,3.0,938628843
747,10,344,3.0,942766603
751,10,1036,3.0,942767258
752,10,1089,3.0,942766420
753,10,1101,2.0,942767328
758,10,1200,4.0,942767258
762,10,1291,4.0,942767258
763,10,1358,5.0,942766420
765,10,1459,3.0,942766725
766,10,1499,3.0,942766845
767,10,1611,5.0,942767029
768,10,1690,3.0,942766679
769,10,1704,4.0,942766472
772,10,1923,5.0,942766515
777,10,2539,4.0,942766845
781,10,2840,3.0,942766213
782,10,2841,4.0,942766029
783,10,2881,3.0,942766164
784,10,2890,4.0,942765978
785,10,2907,2.0,942766213
791,11,70,1.0,1391656827
794,11,296,5.0,1391658423
795,11,778,4.5,1391658505
796,11,785,3.5,1391656845
798,11,1027,4.5,1391658634
801,11,1918,3.0,1391657062
805,11,3424,3.0,1391657112
806,11,5669,3.0,1391658601
810,11,51084,4.0,1391657605
814,11,79132,4.0,1391658115
816,11,80906,3.0,1391658137
818,11,81562,3.5,1391658218
819,11,88129,4.0,1391658385
820,11,91500,4.5,1391658311
823,11,96079,4.0,1391658186
824,11,96861,4.0,1391657924
825,11,97938,4.0,1391657610
826,11,104841,5.0,1391658157
827,11,106487,5.0,1391657798
832,12,673,1.0,968045732
833,12,736,4.0,968045680
835,12,1028,1.0,968045500
837,12,1077,3.0,968045500
839,12,1215,5.0,968045353
841,12,1230,2.0,968045354
844,12,1374,1.0,968045475
845,12,1387,4.0,968045475
846,12,1639,2.0,968045438
853,12,2959,4.0,968045407
854,12,3146,2.0,968045732
857,12,3179,2.0,968045354
858,12,3298,4.0,968045529
859,12,3324,1.0,968045732
860,12,3408,4.0,968045379
866,12,3793,5.0,968045232
867,12,3794,3.0,968045232
868,12,3798,4.0,968045232
872,12,3825,5.0,968045142
873,12,3827,2.0,968045142
889,13,1,5.0,1331380058
891,13,110,4.0,1331380038
893,13,296,3.5,1331380895
895,13,356,5.0,1331380018
897,13,480,3.0,1331380025
899,13,527,4.0,1331380901
901,13,587,3.0,1331380851
902,13,590,4.0,1331380062
903,13,914,4.0,1331379366
905,13,1027,3.0,1331379520
906,13,1259,4.0,1331380814
907,13,1265,2.5,1331380845
908,13,1918,3.0,1331379386
909,13,1961,4.0,1331380745
912,13,2572,3.5,1331379777
916,13,2908,3.0,1331379494
918,13,3114,3.0,1331380738
922,13,3624,3.0,1331379574
923,13,4306,4.0,1331380721
924,13,4310,4.5,1331379506
926,13,4718,3.5,1331379530
927,13,4878,4.5,1331380145
928,13,4886,3.5,1331380834
930,13,5989,4.0,1331380785
931,13,6377,4.5,1331380734
932,13,7361,4.0,1331380159
936,13,64614,4.5,1331380830
937,13,69757,4.0,1331379748
938,13,78499,4.0,1331380725
941,13,93363,3.0,1331379985
942,14,594,1.0,976243997
948,14,2628,3.0,976243933
949,14,2683,2.0,976244131
951,14,2720,2.0,976244367
952,14,2724,3.0,976244524
953,14,2861,2.0,976244287
954,14,3114,4.0,976244591
955,14,3157,2.0,976244564
956,14,3175,5.0,976244313
957,14,3354,3.0,976243997
958,14,3623,3.0,976244423
959,14,3751,4.0,976244205
962,15,1,2.0,997938310
966,15,10,3.0,1093028290
968,15,14,2.5,1166586286
969,15,16,3.5,1093070150
970,15,17,3.0,997939404
971,15,19,1.0,1093028409
972,15,21,4.5,1058249528
973,15,22,2.5,1093070415
974,15,25,3.0,1033345172
976,15,34,3.0,997938310
977,15,36,1.0,1033345287
978,15,39,2.5,1093028334
979,15,44,3.0,1122576665
983,15,62,2.0,1093028336
984,15,70,0.5,1093070467
987,15,95,1.5,1093028331
988,15,101,4.0,1134522072
989,15,104,1.0,1093070113
991,15,110,3.0,1040205792
992,15,111,5.0,997938500
995,15,125,3.5,1245362506
998,15,150,3.0,997939380
999,15,153,1.0,1128274517
1001,15,160,0.5,1093028411
1002,15,161,3.0,1093028319
1004,15,163,2.0,1166586021
1006,15,165,3.0,1093028183
1007,15,170,2.5,1166586376
1009,15,175,4.0,1166587180
1011,15,180,3.0,1166586276
1013,15,193,1.0,1193435347
1014,15,196,2.0,1093070170
1016,15,208,1.5,1193435482
1018,15,215,4.5,1054449903
1020,15,223,4.0,997939415
1021,15,225,1.0,1134521432
1025,15,233,4.0,1033344772
1026,15,235,4.0,997939415
1028,15,246,5.0,997938656
1029,15,247,2.0,997938567
1035,15,292,1.0,1093028298
1037,15,296,5.0,997938771
1046,15,329,1.5,1093028255
1050,15,344,2.0,1093028220
1051,15,349,3.0,997939193
1054,15,356,1.0,1058250631
1055,15,357,3.5,1058250490
1062,15,377,4.0,1033344267
1063,15,380,4.0,997939179
1064,15,382,3.5,1166586661
1067,15,434,3.0,1093028320
1070,15,441,4.0,997938322
1077,15,480,3.0,997939193
1080,15,485,0.5,1093070332
1081,15,494,4.0,1093028414
1082,15,500,3.0,1035258747
1083,15,508,1.5,1093028394
1087,15,527,4.0,997937239
1091,15,541,5.0,997938438
1095,15,555,4.0,1033344257
1097,15,562,3.0,1166586512
1099,15,586,2.0,1093028377
1100,15,587,1.0,1093028322
1101,15,588,0.5,1093028161
1102,15,589,4.0,997938451
1103,15,590,3.0,1093028142
1106,15,594,2.5,1245021392
1107,15,597,2.5,1093028267
1109,15,610,3.0,1052896916
1111,15,647,1.5,1134521628
1112,15,648,4.0,1093028231
1115,15,674,3.0,1052896916
1121,15,736,1.0,1093028237
1124,15,750,4.0,997938438
1125,15,762,2.0,1093070454
1126,15,778,4.0,1054450167
1129,15,785,3.0,1033344834
1130,15,786,0.5,1093028395
1133,15,800,5.0,997938391
1134,15,802,1.0,1128274713
1135,15,803,4.5,1054450008
1136,15,804,3.5,1134522085
1137,15,832,1.0,1166586002
1138,15,836,2.0,1166586995
1139,15,851,4.0,1035258747
1141,15,866,4.0,997938567
1142,15,899,5.0,1058250570
1147,15,910,2.5,1122576681
1149,15,912,5.0,997938140
1151,15,914,1.5,1058250501
1154,15,920,3.5,1093070090
1157,15,924,5.0,997938358
1160,15,953,3.0,997938800
1162,15,1020,2.0,1166586619
1164,15,1036,4.0,997938528
1168,15,1060,4.0,1054450184
1169,15,1073,3.0,997938603
1173,15,1089,4.0,997938528
1177,15,1095,4.0,1040205624
1178,15,1097,4.0,997938466
1179,15,1100,2.5,1458506296
1180,15,1101,3.0,1093070163
1184,15,1136,2.5,1128274586
1193,15,1186,4.5,1166586456
1195,15,1193,5.0,997938760
1199,15,1199,1.0,1093070386
1200,15,1200,4.0,997938528
1203,15,1204,2.0,997939111
1205,15,1207,3.0,1044347743
1206,15,1208,5.0,997938822
1211,15,1213,3.0,997938749
1212,15,1214,4.0,997938203
1213,15,1215,1.5,1054271469
1221,15,1225,4.0,1034544304
1222,15,1228,4.0,997938800
1223,15,1230,3.0,1044347881
1231,15,1246,1.0,1093070174
1240,15,1259,3.0,997938917
1245,15,1265,4.0,997938171
1246,15,1266,4.0,997939360
1248,15,1270,5.0,997938451
1249,15,1272,3.5,1054450246
1253,15,1283,3.0,1416120074
1259,15,1291,4.0,997939144
1260,15,1293,4.0,997938894
1264,15,1304,3.0,1040205753
1265,15,1307,5.0,997938162
1271,15,1356,2.0,1052896819
1272,15,1358,1.0,997938500
1274,15,1370,3.0,1093070198
1275,15,1377,3.0,1093070479
1276,15,1380,2.5,1166586012
1278,15,1387,4.0,1040205754
1279,15,1391,0.5,1093070145
1280,15,1393,3.5,1058250612
1283,15,1405,3.0,1052897043
1284,15,1407,5.0,997938219
1285,15,1449,4.0,997939358
1287,15,1466,4.0,997939439
1292,15,1485,3.0,1093070397
1293,15,1500,3.0,1093070210
1295,15,1503,1.0,1035258747
1297,15,1517,3.0,997939453
1302,15,1552,1.5,1134521507
1303,15,1556,2.5,1166587010
1304,15,1562,1.5,1166586212
1305,15,1569,3.5,1134521624
1306,15,1573,4.0,997938476
1308,15,1584,4.0,1052896685
1309,15,1589,2.0,1093028013
1310,15,1597,2.0,1134521585
1311,15,1608,1.0,1093070221
1315,15,1617,5.0,997938346
1318,15,1639,4.0,1054449877
1319,15,1644,1.5,1166586517
1320,15,1645,3.0,997938413
1322,15,1653,3.0,1052896685
1323,15,1663,3.0,1058250115
1324,15,1673,3.0,1033345299
1325,15,1676,4.0,1052896916
1326,15,1680,3.0,1166586583
1329,15,1690,1.0,1134521603
1331,15,1704,4.0,1033345148
1332,15,1717,4.0,1166586533
1335,15,1722,3.5,1134521534
1336,15,1729,1.0,1033344286
1339,15,1747,3.5,1134521589
1340,15,1748,4.0,997938451
1341,15,1752,3.5,1469330699
1342,15,1753,1.0,1349622617
1345,15,1779,1.0,1166586707
1346,15,1784,3.0,1033345287
1348,15,1805,3.0,997938391
1350,15,1810,2.5,1166587162
1351,15,1816,2.5,1465881179
1353,15,1831,2.0,1166586439
1356,15,1845,4.0,1052897012
1360,15,1876,2.0,1134521539
1362,15,1883,4.0,1052897043
1364,15,1895,2.5,1469330584
1368,15,1912,5.0,1033345241
1369,15,1914,3.5,1054449899
1370,15,1917,2.0,1052896916
1371,15,1921,4.0,1052896819
1372,15,1923,4.5,1054449908
1373,15,1945,4.0,997938954
1375,15,1952,3.0,997938810
1377,15,1954,3.0,1040205792
1379,15,1956,4.0,1166587036
1380,15,1961,3.5,1093028404
1381,15,1962,3.0,1033345068
1387,15,2003,3.0,1034544351
1391,15,2011,3.0,1044219825
1392,15,2012,1.0,1046209705
1393,15,2018,2.0,1044347881
1395,15,2020,2.5,1379040745
1397,15,2028,3.0,997938784
1402,15,2064,4.5,1338698431
1404,15,2100,2.0,997938603
1407,15,2115,4.0,1193435562
1409,15,2126,1.0,1166587068
1415,15,2160,3.0,1166586521
1417,15,2167,3.0,997939162
1418,15,2174,4.0,997938603
1421,15,2231,3.0,1052897043
1422,15,2232,4.0,997938466
1428,15,2278,2.5,1134521675
1432,15,2291,3.0,997939439
1433,15,2294,2.0,1052897012
1434,15,2302,3.5,1093070399
1438,15,2318,4.5,1054449678
1441,15,2329,1.0,1054450149
1442,15,2333,3.0,1033344795
1444,15,2336,2.0,1033344772
1445,15,2340,2.0,1134522028
1447,15,2353,0.5,1134521484
1454,15,2378,3.0,997937311
1455,15,2387,3.5,1465880711
1457,15,2395,5.0,997939404
1458,15,2396,2.0,997938162
1463,15,2424,1.5,1134521618
1467,15,2447,2.5,1122576697
1471,15,2490,1.0,1033344906
1473,15,2502,5.0,1033344897
1474,15,2505,0.5,1122576701
1475,15,2528,2.0,1347937598
1476,15,2539,2.5,1465880194
1477,15,2541,1.0,1033344732
1479,15,2560,3.0,1033344917
1482,15,2572,5.0,1033344641
1486,15,2580,3.0,997939393
1490,15,2598,1.5,1166587193
1491,15,2599,3.0,997939021
1492,15,2600,3.0,1033344995
1493,15,2605,1.0,1033344772
1496,15,2628,2.5,1093028374
1497,15,2640,4.0,997939179
1500,15,2671,4.0,997939653
1501,15,2678,1.0,1033344752
1502,15,2683,1.0,1033344657
1505,15,2699,3.0,1033345068
1507,15,2701,1.0,1245361903
1508,15,2702,1.5,1122576707
1509,15,2706,3.0,1033344657
1510,15,2707,3.0,1033344663
1511,15,2709,1.0,1033344878
1513,15,2712,4.0,997939623
1514,15,2713,1.0,1033344834
1517,15,2718,1.5,1469330590
1518,15,2722,2.0,1033344732
1519,15,2723,1.0,1033344897
1522,15,2759,1.0,1033344752
1527,15,2770,4.0,1033344702
1528,15,2791,4.0,997939008
1529,15,2795,3.5,1065197456
1530,15,2797,4.0,997938603
1533,15,2840,1.0,1033344958
1534,15,2841,2.0,1033344958
1535,15,2858,4.0,997938310
1537,15,2881,1.0,1033344752
1538,15,2890,4.0,1054450160
1540,15,2908,1.0,997938879
1546,15,2947,5.0,1040205655
1547,15,2949,4.0,1040205655
1549,15,2959,5.0,997938894
1551,15,2976,2.0,1469330578
1555,15,2990,3.5,1345398317
1556,15,2993,4.0,1345381197
1557,15,2997,5.0,997938310
1568,15,3033,4.0,1052896867
1569,15,3039,4.0,1033344267
1571,15,3052,3.0,997939653
1578,15,3101,4.0,997937311
1579,15,3104,4.0,1040205792
1582,15,3113,2.0,1166587025
1583,15,3114,1.0,1033344983
1587,15,3146,1.5,1460076724
1592,15,3157,1.0,1033344970
1593,15,3160,3.0,997938941
1595,15,3173,2.5,1122576723
1596,15,3174,1.0,1033344865
1597,15,3175,4.0,997939162
1601,15,3185,2.0,1033344958
1602,15,3210,5.0,1054449670
1604,15,3225,1.0,997938046
1605,15,3246,4.0,1033345148
1606,15,3250,2.0,1034544351
1607,15,3253,3.0,997939639
1609,15,3256,2.0,1361831567
1616,15,3273,1.0,997937890
1619,15,3286,3.0,997937999
1620,15,3298,4.0,1033344702
1621,15,3300,5.0,997937876
1624,15,3316,1.5,1416119948
1625,15,3317,5.0,997937786
1626,15,3318,3.0,997937986
1628,15,3328,4.0,997937748
1632,15,3386,3.0,997938391
1633,15,3390,1.0,997937239
1634,15,3408,2.0,1033344772
1635,15,3409,4.0,997937902
1637,15,3421,1.5,1063565279
1640,15,3448,2.5,1193436085
1642,15,3462,1.5,1063565329
1643,15,3471,4.0,1034544304
1646,15,3481,5.0,997937748
1648,15,3489,2.0,1166586405
1650,15,3504,4.0,997938810
1652,15,3510,2.0,1033344795
1653,15,3512,3.0,997937926
1654,15,3527,3.0,1052896819
1655,15,3534,1.0,997937935
1656,15,3535,1.0,997937822
1657,15,3536,4.0,997937808
1658,15,3538,1.5,1096005190
1659,15,3543,2.0,1033344752
1660,15,3552,2.0,1465880183
1661,15,3555,1.0,1166586553
1669,15,3617,4.0,997937822
1670,15,3618,2.0,997937876
1671,15,3623,1.0,1033344878
1672,15,3624,2.0,1122576735
1674,15,3633,4.0,1345381200
1677,15,3638,3.5,1345398289
1679,15,3671,2.0,1166586157
1687,15,3745,1.0,997937836
1688,15,3747,2.0,997937700
1689,15,3751,1.0,997937726
1690,15,3752,1.0,997937971
1695,15,3786,2.0,1033344712
1698,15,3793,2.0,997937808
1699,15,3794,4.0,997937914
1700,15,3798,2.0,997937999
1704,15,3825,1.0,997938015
1705,15,3826,1.0,997938035
1706,15,3827,2.5,1134522068
1712,15,3882,4.0,997937890
1714,15,3893,1.0,997937860
1716,15,3897,3.0,997937700
1717,15,3910,2.0,997937848
1718,15,3911,2.0,997937427
1720,15,3943,3.0,997937860
1721,15,3948,5.0,1044348382
1722,15,3949,5.0,997937413
1724,15,3956,1.0,997937986
1725,15,3967,1.0,997937762
1727,15,3969,1.0,997937459
1728,15,3977,3.0,997937848
1729,15,3979,1.0,997938035
1730,15,3981,1.0,1033344924
1731,15,3983,5.0,997937413
1732,15,3984,4.0,1338698406
1737,15,3990,1.0,997937999
1738,15,3993,1.0,997937902
1739,15,3994,4.0,997937442
1741,15,3998,1.0,997937614
1742,15,3999,3.0,997937459
1745,15,4007,3.5,1426110367
1747,15,4011,1.0,997937606
1750,15,4017,4.0,997937413
1751,15,4018,1.0,1044348492
1752,15,4019,2.0,1416119589
1755,15,4022,3.0,997937413
1757,15,4025,1.0,1044348492
1758,15,4027,3.0,997937606
1760,15,4030,2.0,997937459
1761,15,4033,4.0,1084489330
1762,15,4034,4.0,997937413
1763,15,4036,1.0,997937427
1765,15,4052,1.0,997937442
1771,15,4085,3.0,1345398332
1776,15,4158,2.0,997937459
1778,15,4167,1.0,997937986
1779,15,4168,3.0,1040205943
1781,15,4223,1.0,997937775
1783,15,4226,5.0,997937682
1784,15,4232,3.0,997939162
1786,15,4238,3.0,997937986
1787,15,4239,1.0,997937808
1788,15,4246,2.0,997937713
1789,15,4247,1.0,1349622526
1795,15,4306,1.0,1033343955
1797,15,4310,3.0,997937366
1801,15,4344,2.0,997937334
1802,15,4351,3.0,1349048073
1803,15,4361,5.0,997938151
1804,15,4367,1.0,997937374
1806,15,4370,1.0,997937822
1807,15,4372,3.0,1039243666
1808,15,4378,3.0,1033343955
1812,15,4386,1.0,997937384
1813,15,4388,3.0,1416119736
1815,15,4446,4.0,997937334
1816,15,4447,1.5,1096005216
1818,15,4450,2.0,1054774846
1822,15,4571,3.0,997938617
1824,15,4623,4.0,997937575
1825,15,4638,1.0,997937346
1826,15,4639,1.0,1033344625
1827,15,4641,3.0,1033343955
1828,15,4642,1.5,1469330631
1830,15,4654,1.0,997937551
1834,15,4678,4.0,997937519
1837,15,4701,3.0,997937366
1839,15,4718,4.0,1044348492
1840,15,4719,2.0,1374637779
1843,15,4727,3.0,1052896975
1844,15,4728,4.0,1044348492
1846,15,4734,1.0,1044348420
1848,15,4744,1.0,1039243705
1849,15,4776,2.5,1054449369
1850,15,4816,3.0,1166586875
1851,15,4823,2.5,1416119762
1853,15,4848,2.0,1054449351
1855,15,4878,4.0,1039243666
1857,15,4886,5.0,1033344055
1859,15,4890,3.0,1033343866
1861,15,4901,4.0,1054449484
1863,15,4903,5.0,1033939395
1865,15,4958,1.0,1469330599
1866,15,4963,4.0,1044348382
1868,15,4974,2.0,1349622574
